date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:34	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:35%20GMT	https://daddylive.fun/stream/stream-143.php	F:/sports/dady/daddylive.fun/stream/stream-143.html	(from https://daddylive.fun/)
15:11:35	54438/54438	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:36%20GMT	https://daddylive.fun/stream/stream-90.php	F:/sports/dady/daddylive.fun/stream/stream-90.html	(from https://daddylive.fun/)
15:11:36	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:36%20GMT	https://daddylive.fun/stream/stream-17.php	F:/sports/dady/daddylive.fun/stream/stream-17.html	(from https://daddylive.fun/)
15:11:36	54439/54439	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:37%20GMT	https://daddylive.fun/stream/stream-91.php	F:/sports/dady/daddylive.fun/stream/stream-91.html	(from https://daddylive.fun/)
15:11:36	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:37%20GMT	https://daddylive.fun/stream/stream-135.php	F:/sports/dady/daddylive.fun/stream/stream-135.html	(from https://daddylive.fun/)
15:11:36	54460/54460	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:37%20GMT	https://daddylive.fun/stream/stream-72.php	F:/sports/dady/daddylive.fun/stream/stream-72.html	(from https://daddylive.fun/)
15:11:37	54887/54887	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:37%20GMT	https://daddylive.fun/stream/stream-66.php	F:/sports/dady/daddylive.fun/stream/stream-66.html	(from https://daddylive.fun/)
15:11:37	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:38%20GMT	https://daddylive.fun/stream/stream-391.php	F:/sports/dady/daddylive.fun/stream/stream-391.html	(from https://daddylive.fun/)
15:11:38	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:38%20GMT	https://daddylive.fun/stream/stream-23.php	F:/sports/dady/daddylive.fun/stream/stream-23.html	(from https://daddylive.fun/)
15:11:38	54434/54434	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:39%20GMT	https://daddylive.fun/stream/stream-3.php	F:/sports/dady/daddylive.fun/stream/stream-3.html	(from https://daddylive.fun/)
15:11:39	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:40%20GMT	https://daddylive.fun/stream/stream-387.php	F:/sports/dady/daddylive.fun/stream/stream-387.html	(from https://daddylive.fun/)
15:11:39	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:40%20GMT	https://daddylive.fun/stream/stream-338.php	F:/sports/dady/daddylive.fun/stream/stream-338.html	(from https://daddylive.fun/)
15:11:40	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:41%20GMT	https://daddylive.fun/stream/stream-346.php	F:/sports/dady/daddylive.fun/stream/stream-346.html	(from https://daddylive.fun/)
15:11:40	54451/54451	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:41%20GMT	https://daddylive.fun/stream/stream-65.php	F:/sports/dady/daddylive.fun/stream/stream-65.html	(from https://daddylive.fun/)
15:11:41	54443/54443	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:42%20GMT	https://daddylive.fun/stream/stream-33.php	F:/sports/dady/daddylive.fun/stream/stream-33.html	(from https://daddylive.fun/)
15:11:41	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:42%20GMT	https://daddylive.fun/stream/stream-368.php	F:/sports/dady/daddylive.fun/stream/stream-368.html	(from https://daddylive.fun/)
15:11:41	54464/54464	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:42%20GMT	https://daddylive.fun/stream/stream-46.php	F:/sports/dady/daddylive.fun/stream/stream-46.html	(from https://daddylive.fun/)
15:11:41	54445/54445	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:42%20GMT	https://daddylive.fun/stream/stream-40.php	F:/sports/dady/daddylive.fun/stream/stream-40.html	(from https://daddylive.fun/)
15:11:42	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:43%20GMT	https://daddylive.fun/stream/stream-113.php	F:/sports/dady/daddylive.fun/stream/stream-113.html	(from https://daddylive.fun/)
15:11:42	54439/54439	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:43%20GMT	https://daddylive.fun/stream/stream-95.php	F:/sports/dady/daddylive.fun/stream/stream-95.html	(from https://daddylive.fun/)
15:11:43	54454/54454	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:43%20GMT	https://daddylive.fun/stream/stream-47.php	F:/sports/dady/daddylive.fun/stream/stream-47.html	(from https://daddylive.fun/)
15:11:43	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:44%20GMT	https://daddylive.fun/stream/stream-145.php	F:/sports/dady/daddylive.fun/stream/stream-145.html	(from https://daddylive.fun/)
15:11:43	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:44%20GMT	https://daddylive.fun/stream/stream-147.php	F:/sports/dady/daddylive.fun/stream/stream-147.html	(from https://daddylive.fun/)
15:11:43	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:44%20GMT	https://daddylive.fun/stream/stream-126.php	F:/sports/dady/daddylive.fun/stream/stream-126.html	(from https://daddylive.fun/)
15:11:44	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:45%20GMT	https://daddylive.fun/stream/stream-118.php	F:/sports/dady/daddylive.fun/stream/stream-118.html	(from https://daddylive.fun/)
15:11:44	66748/66748	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:45%20GMT	https://daddylive.fun/stream/stream-403.php	F:/sports/dady/daddylive.fun/stream/stream-403.html	(from https://daddylive.fun/)
15:11:45	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:46%20GMT	https://daddylive.fun/stream/stream-112.php	F:/sports/dady/daddylive.fun/stream/stream-112.html	(from https://daddylive.fun/)
15:11:45	54439/54439	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:46%20GMT	https://daddylive.fun/stream/stream-96.php	F:/sports/dady/daddylive.fun/stream/stream-96.html	(from https://daddylive.fun/)
15:11:45	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:46%20GMT	https://daddylive.fun/stream/stream-142.php	F:/sports/dady/daddylive.fun/stream/stream-142.html	(from https://daddylive.fun/)
15:11:46	54439/54439	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:47%20GMT	https://daddylive.fun/stream/stream-24.php	F:/sports/dady/daddylive.fun/stream/stream-24.html	(from https://daddylive.fun/)
15:11:46	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:47%20GMT	https://daddylive.fun/stream/stream-124.php	F:/sports/dady/daddylive.fun/stream/stream-124.html	(from https://daddylive.fun/)
15:11:46	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:47%20GMT	https://daddylive.fun/stream/stream-128.php	F:/sports/dady/daddylive.fun/stream/stream-128.html	(from https://daddylive.fun/)
15:11:47	54895/54895	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:48%20GMT	https://daddylive.fun/stream/stream-395.php	F:/sports/dady/daddylive.fun/stream/stream-395.html	(from https://daddylive.fun/)
15:11:48	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:49%20GMT	https://daddylive.fun/stream/stream-25.php	F:/sports/dady/daddylive.fun/stream/stream-25.html	(from https://daddylive.fun/)
15:11:48	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:49%20GMT	https://daddylive.fun/stream/stream-333.php	F:/sports/dady/daddylive.fun/stream/stream-333.html	(from https://daddylive.fun/)
15:11:48	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:49%20GMT	https://daddylive.fun/stream/stream-358.php	F:/sports/dady/daddylive.fun/stream/stream-358.html	(from https://daddylive.fun/)
15:11:48	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:49%20GMT	https://daddylive.fun/stream/stream-120.php	F:/sports/dady/daddylive.fun/stream/stream-120.html	(from https://daddylive.fun/)
15:11:49	54871/54871	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:50%20GMT	https://daddylive.fun/stream/stream-54.php	F:/sports/dady/daddylive.fun/stream/stream-54.html	(from https://daddylive.fun/)
15:11:49	54887/54887	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:50%20GMT	https://daddylive.fun/stream/stream-70.php	F:/sports/dady/daddylive.fun/stream/stream-70.html	(from https://daddylive.fun/)
15:11:49	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:50%20GMT	https://daddylive.fun/stream/stream-318.php	F:/sports/dady/daddylive.fun/stream/stream-318.html	(from https://daddylive.fun/)
15:11:50	54885/54885	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:50%20GMT	https://daddylive.fun/stream/stream-41.php	F:/sports/dady/daddylive.fun/stream/stream-41.html	(from https://daddylive.fun/)
15:11:50	54863/54863	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:51%20GMT	https://daddylive.fun/stream/stream-58.php	F:/sports/dady/daddylive.fun/stream/stream-58.html	(from https://daddylive.fun/)
15:11:50	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:51%20GMT	https://daddylive.fun/stream/stream-57.php	F:/sports/dady/daddylive.fun/stream/stream-57.html	(from https://daddylive.fun/)
15:11:51	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:52%20GMT	https://daddylive.fun/stream/stream-19.php	F:/sports/dady/daddylive.fun/stream/stream-19.html	(from https://daddylive.fun/)
15:11:51	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:52%20GMT	https://daddylive.fun/stream/stream-102.php	F:/sports/dady/daddylive.fun/stream/stream-102.html	(from https://daddylive.fun/)
15:11:51	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:52%20GMT	https://daddylive.fun/stream/stream-101.php	F:/sports/dady/daddylive.fun/stream/stream-101.html	(from https://daddylive.fun/)
15:11:52	54909/54909	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:52%20GMT	https://daddylive.fun/stream/stream-43.php	F:/sports/dady/daddylive.fun/stream/stream-43.html	(from https://daddylive.fun/)
15:11:52	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:53%20GMT	https://daddylive.fun/stream/stream-103.php	F:/sports/dady/daddylive.fun/stream/stream-103.html	(from https://daddylive.fun/)
15:11:52	54439/54439	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:53%20GMT	https://daddylive.fun/stream/stream-26.php	F:/sports/dady/daddylive.fun/stream/stream-26.html	(from https://daddylive.fun/)
15:11:53	54873/54873	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:54%20GMT	https://daddylive.fun/stream/stream-64.php	F:/sports/dady/daddylive.fun/stream/stream-64.html	(from https://daddylive.fun/)
15:11:53	54456/54456	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:54%20GMT	https://daddylive.fun/stream/stream-37.php	F:/sports/dady/daddylive.fun/stream/stream-37.html	(from https://daddylive.fun/)
15:11:53	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:54%20GMT	https://daddylive.fun/stream/stream-27.php	F:/sports/dady/daddylive.fun/stream/stream-27.html	(from https://daddylive.fun/)
15:11:54	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:55%20GMT	https://daddylive.fun/stream/stream-308.php	F:/sports/dady/daddylive.fun/stream/stream-308.html	(from https://daddylive.fun/)
15:11:54	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:55%20GMT	https://daddylive.fun/stream/stream-316.php	F:/sports/dady/daddylive.fun/stream/stream-316.html	(from https://daddylive.fun/)
15:11:54	54889/54889	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:55%20GMT	https://daddylive.fun/stream/stream-39.php	F:/sports/dady/daddylive.fun/stream/stream-39.html	(from https://daddylive.fun/)
15:11:54	54877/54877	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:55%20GMT	https://daddylive.fun/stream/stream-45.php	F:/sports/dady/daddylive.fun/stream/stream-45.html	(from https://daddylive.fun/)
15:11:55	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:56%20GMT	https://daddylive.fun/stream/stream-114.php	F:/sports/dady/daddylive.fun/stream/stream-114.html	(from https://daddylive.fun/)
15:11:55	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:56%20GMT	https://daddylive.fun/stream/stream-111.php	F:/sports/dady/daddylive.fun/stream/stream-111.html	(from https://daddylive.fun/)
15:11:56	54873/54873	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:57%20GMT	https://daddylive.fun/stream/stream-44.php	F:/sports/dady/daddylive.fun/stream/stream-44.html	(from https://daddylive.fun/)
15:11:57	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:57%20GMT	https://daddylive.fun/stream/stream-375.php	F:/sports/dady/daddylive.fun/stream/stream-375.html	(from https://daddylive.fun/)
15:11:57	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:58%20GMT	https://daddylive.fun/stream/stream-123.php	F:/sports/dady/daddylive.fun/stream/stream-123.html	(from https://daddylive.fun/)
15:11:58	54885/54885	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:58%20GMT	https://daddylive.fun/stream/stream-100.php	F:/sports/dady/daddylive.fun/stream/stream-100.html	(from https://daddylive.fun/)
15:11:58	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:58%20GMT	https://daddylive.fun/stream/stream-29.php	F:/sports/dady/daddylive.fun/stream/stream-29.html	(from https://daddylive.fun/)
15:11:58	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:41:59%20GMT	https://daddylive.fun/stream/stream-97.php	F:/sports/dady/daddylive.fun/stream/stream-97.html	(from https://daddylive.fun/)
15:11:59	54884/54884	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:00%20GMT	https://daddylive.fun/stream/stream-21.php	F:/sports/dady/daddylive.fun/stream/stream-21.html	(from https://daddylive.fun/)
15:11:59	54879/54879	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:00%20GMT	https://daddylive.fun/stream/stream-30.php	F:/sports/dady/daddylive.fun/stream/stream-30.html	(from https://daddylive.fun/)
15:12:00	54869/54869	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:01%20GMT	https://daddylive.fun/stream/stream-55.php	F:/sports/dady/daddylive.fun/stream/stream-55.html	(from https://daddylive.fun/)
15:12:00	54862/54862	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:01%20GMT	https://daddylive.fun/stream/stream-59.php	F:/sports/dady/daddylive.fun/stream/stream-59.html	(from https://daddylive.fun/)
15:12:01	54865/54865	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:02%20GMT	https://daddylive.fun/stream/stream-68.php	F:/sports/dady/daddylive.fun/stream/stream-68.html	(from https://daddylive.fun/)
15:12:01	54420/54420	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:02%20GMT	https://daddylive.fun/stream/stream-69.php	F:/sports/dady/daddylive.fun/stream/stream-69.html	(from https://daddylive.fun/)
15:12:02	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:02%20GMT	https://daddylive.fun/stream/stream-115.php	F:/sports/dady/daddylive.fun/stream/stream-115.html	(from https://daddylive.fun/)
15:12:02	54456/54456	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:03%20GMT	https://daddylive.fun/stream/stream-36.php	F:/sports/dady/daddylive.fun/stream/stream-36.html	(from https://daddylive.fun/)
15:12:03	67189/67189	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:03%20GMT	https://daddylive.fun/stream/stream-421.php	F:/sports/dady/daddylive.fun/stream/stream-421.html	(from https://daddylive.fun/)
15:12:03	54447/54447	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:04%20GMT	https://daddylive.fun/stream/stream-76.php	F:/sports/dady/daddylive.fun/stream/stream-76.html	(from https://daddylive.fun/)
15:12:03	54887/54887	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:04%20GMT	https://daddylive.fun/stream/stream-77.php	F:/sports/dady/daddylive.fun/stream/stream-77.html	(from https://daddylive.fun/)
15:12:04	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:05%20GMT	https://daddylive.fun/stream/stream-84.php	F:/sports/dady/daddylive.fun/stream/stream-84.html	(from https://daddylive.fun/)
15:12:05	54454/54454	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:05%20GMT	https://daddylive.fun/stream/stream-86.php	F:/sports/dady/daddylive.fun/stream/stream-86.html	(from https://daddylive.fun/)
15:12:05	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:06%20GMT	https://daddylive.fun/stream/stream-105.php	F:/sports/dady/daddylive.fun/stream/stream-105.html	(from https://daddylive.fun/)
15:12:06	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:07%20GMT	https://daddylive.fun/stream/stream-106.php	F:/sports/dady/daddylive.fun/stream/stream-106.html	(from https://daddylive.fun/)
15:12:06	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:07%20GMT	https://daddylive.fun/stream/stream-122.php	F:/sports/dady/daddylive.fun/stream/stream-122.html	(from https://daddylive.fun/)
15:12:06	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:07%20GMT	https://daddylive.fun/stream/stream-107.php	F:/sports/dady/daddylive.fun/stream/stream-107.html	(from https://daddylive.fun/)
15:12:07	54445/54445	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:08%20GMT	https://daddylive.fun/stream/stream-42.php	F:/sports/dady/daddylive.fun/stream/stream-42.html	(from https://daddylive.fun/)
15:12:07	54887/54887	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:08%20GMT	https://daddylive.fun/stream/stream-79.php	F:/sports/dady/daddylive.fun/stream/stream-79.html	(from https://daddylive.fun/)
15:12:08	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:09%20GMT	https://daddylive.fun/stream/stream-108.php	F:/sports/dady/daddylive.fun/stream/stream-108.html	(from https://daddylive.fun/)
15:12:09	97851/97851	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:09%20GMT	https://daddylive.fun/extra/extra-1.php	F:/sports/dady/daddylive.fun/extra/extra-1.html	(from https://daddylive.fun/)
15:12:09	97409/97409	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:10%20GMT	https://daddylive.fun/extra/extra-2.php	F:/sports/dady/daddylive.fun/extra/extra-2.html	(from https://daddylive.fun/)
15:12:11	97838/97838	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:12%20GMT	https://daddylive.fun/extra/extra-3.php	F:/sports/dady/daddylive.fun/extra/extra-3.html	(from https://daddylive.fun/)
15:12:12	97847/97847	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:12%20GMT	https://daddylive.fun/extra/extra-4.php	F:/sports/dady/daddylive.fun/extra/extra-4.html	(from https://daddylive.fun/)
15:12:12	97416/97416	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:13%20GMT	https://daddylive.fun/extra/extra-5.php	F:/sports/dady/daddylive.fun/extra/extra-5.html	(from https://daddylive.fun/)
15:12:13	97849/97849	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:14%20GMT	https://daddylive.fun/extra/extra-6.php	F:/sports/dady/daddylive.fun/extra/extra-6.html	(from https://daddylive.fun/)
15:12:13	97404/97404	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:14%20GMT	https://daddylive.fun/extra/extra-7.php	F:/sports/dady/daddylive.fun/extra/extra-7.html	(from https://daddylive.fun/)
15:12:14	97848/97848	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:15%20GMT	https://daddylive.fun/extra/extra-8.php	F:/sports/dady/daddylive.fun/extra/extra-8.html	(from https://daddylive.fun/)
15:12:15	97403/97403	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:15%20GMT	https://daddylive.fun/extra/extra-9.php	F:/sports/dady/daddylive.fun/extra/extra-9.html	(from https://daddylive.fun/)
15:12:16	97838/97838	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:16%20GMT	https://daddylive.fun/extra/extra-10.php	F:/sports/dady/daddylive.fun/extra/extra-10.html	(from https://daddylive.fun/)
15:12:16	97399/97399	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:17%20GMT	https://daddylive.fun/extra/extra-11.php	F:/sports/dady/daddylive.fun/extra/extra-11.html	(from https://daddylive.fun/)
15:12:16	97842/97842	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:17%20GMT	https://daddylive.fun/extra/extra-12.php	F:/sports/dady/daddylive.fun/extra/extra-12.html	(from https://daddylive.fun/)
15:12:17	97399/97399	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:18%20GMT	https://daddylive.fun/extra/extra-13.php	F:/sports/dady/daddylive.fun/extra/extra-13.html	(from https://daddylive.fun/)
15:12:17	97903/97903	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:18%20GMT	https://daddylive.fun/extra/extra-14.php	F:/sports/dady/daddylive.fun/extra/extra-14.html	(from https://daddylive.fun/)
15:12:18	97401/97401	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:19%20GMT	https://daddylive.fun/extra/extra-15.php	F:/sports/dady/daddylive.fun/extra/extra-15.html	(from https://daddylive.fun/)
15:12:19	97846/97846	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:19%20GMT	https://daddylive.fun/extra/extra-16.php	F:/sports/dady/daddylive.fun/extra/extra-16.html	(from https://daddylive.fun/)
15:12:21	37743/37743	---M--	200	added ('OK')	image/jpeg	etag:%228ccd80a3bc848d98b5007156adb41094%22	https://i.imgur.com/5Pgcewn.jpg	F:/sports/dady/i.imgur.com/5Pgcewn.jpg	(from https://daddylive.fun/)
15:12:22	159706/159706	---M--	200	added ('OK')	image/jpeg	etag:%227ee340040c83b222754db47d712d906b%22	https://i.imgur.com/NCAiNTk.jpg	F:/sports/dady/i.imgur.com/NCAiNTk.jpg	(from https://daddylive.fun/)
15:12:22	86341/86341	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.0.0/jquery.min.js	F:/sports/dady/ajax.googleapis.com/ajax/libs/jquery/3.0.0/jquery.min.js	(from https://daddylive.fun/)
15:12:22	115556/115556	---M--	200	added ('OK')	image/jpeg	etag:%22fd1170c8c56c8ac1bdf76ab243e63938%22	https://i.imgur.com/H8gZpN0.jpg	F:/sports/dady/i.imgur.com/H8gZpN0.jpg	(from https://daddylive.fun/)
15:12:24	23308/23308	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ffc-5b0c%22	https://cdnjs.cloudflare.com/ajax/libs/tether/1.2.0/js/tether.min.js	F:/sports/dady/cdnjs.cloudflare.com/ajax/libs/tether/1.2.0/js/tether.min.js	(from https://daddylive.fun/)
15:12:25	44957/44957	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:01%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0-alpha.3/js/bootstrap.min.js	F:/sports/dady/maxcdn.bootstrapcdn.com/bootstrap/4.0.0-alpha.3/js/bootstrap.min.js	(from https://daddylive.fun/)
15:12:26	28320/28320	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2024%20Jul%202020%2023:32:07%20GMT	https://daddylive.fun/js/holder.min.js	F:/sports/dady/daddylive.fun/js/holder.min.js	(from https://daddylive.fun/)
15:12:26	54453/54453	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:27%20GMT	https://daddylive.fun/stream/stream-369.php	F:/sports/dady/daddylive.fun/stream/stream-369.html	(from https://daddylive.fun/24-hours-channels.php)
15:12:27	54894/54894	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:28%20GMT	https://daddylive.fun/stream/stream-370.php	F:/sports/dady/daddylive.fun/stream/stream-370.html	(from https://daddylive.fun/24-hours-channels.php)
15:12:27	54446/54446	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:28%20GMT	https://daddylive.fun/stream/stream-78.php	F:/sports/dady/daddylive.fun/stream/stream-78.html	(from https://daddylive.fun/24-hours-channels.php)
15:12:27	54887/54887	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:28%20GMT	https://daddylive.fun/stream/stream-80.php	F:/sports/dady/daddylive.fun/stream/stream-80.html	(from https://daddylive.fun/24-hours-channels.php)
15:12:28	54871/54871	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2009:42:29%20GMT	https://daddylive.fun/stream/stream-82.php	F:/sports/dady/daddylive.fun/stream/stream-82.html	(from https://daddylive.fun/24-hours-channels.php)
